t	e	n	u	dpe	dpn	dpu
2018.223100	-0.361996	-0.314564	0.474328	0.000774	0.000696	0.002925
2018.225900	-0.362481	-0.312826	0.467980	0.000799	0.000710	0.003016
2018.228600	-0.361539	-0.313239	0.466979	0.000796	0.000701	0.002987
2018.231300	-0.360564	-0.314175	0.468216	0.000792	0.000700	0.002969
2018.234100	-0.363044	-0.314505	0.468210	0.000824	0.000729	0.003111
2018.236800	-0.363455	-0.314358	0.468876	0.000815	0.000723	0.003122
2018.250500	-0.360276	-0.313758	0.457593	0.001294	0.001110	0.004824
2018.253300	-0.362072	-0.314337	0.475509	0.000813	0.000726	0.003087
2018.256000	-0.361295	-0.310638	0.473941	0.000796	0.000715	0.002971
2018.258700	-0.361033	-0.311271	0.460583	0.000845	0.000754	0.003265
2018.261500	-0.361670	-0.314866	0.472389	0.000792	0.000717	0.002940
2018.264200	-0.361017	-0.312670	0.460758	0.000812	0.000720	0.003115
2018.266900	-0.360217	-0.312203	0.459148	0.000803	0.000721	0.003085
2018.269700	-0.361845	-0.313944	0.455008	0.000789	0.000701	0.002956
2018.272400	-0.364621	-0.311419	0.465442	0.000794	0.000706	0.002971
2018.275200	-0.359811	-0.312661	0.463658	0.001081	0.000892	0.003833
2018.277900	-0.361830	-0.315453	0.467246	0.000824	0.000719	0.003072
2018.280600	-0.360789	-0.318037	0.459266	0.000843	0.000750	0.003207
2018.283400	-0.360360	-0.313473	0.457888	0.000795	0.000699	0.002991
2018.286100	-0.362259	-0.309756	0.463438	0.000804	0.000710	0.003013
2018.288800	-0.358874	-0.314873	0.458851	0.000801	0.000715	0.002994
2018.291600	-0.363445	-0.314362	0.453021	0.000871	0.000757	0.003255
2018.294300	-0.361834	-0.315554	0.460385	0.000804	0.000713	0.002972
2018.297100	-0.358685	-0.315012	0.466999	0.000820	0.000740	0.003075
2018.299800	-0.360447	-0.315345	0.462385	0.000821	0.000727	0.003091
2018.302500	-0.358853	-0.314454	0.451546	0.000808	0.000724	0.003106
2018.305300	-0.358576	-0.313969	0.451415	0.000863	0.000741	0.003293
2018.308000	-0.363249	-0.311855	0.465036	0.000809	0.000738	0.003095
2018.310700	-0.362593	-0.314978	0.463782	0.000808	0.000718	0.003036
2018.313500	-0.363411	-0.313820	0.458233	0.000773	0.000697	0.002889
2018.316200	-0.359242	-0.312135	0.455998	0.000804	0.000717	0.003018
2018.319000	-0.362408	-0.313362	0.461609	0.000847	0.000748	0.003180
2018.321700	-0.361668	-0.310459	0.458091	0.000817	0.000723	0.003079
2018.324400	-0.362245	-0.311775	0.454951	0.000811	0.000714	0.003030
2018.327200	-0.363979	-0.315171	0.453876	0.000806	0.000704	0.002999
2018.329900	-0.358489	-0.310862	0.456942	0.000822	0.000748	0.003110
2018.332600	-0.360742	-0.311159	0.453658	0.000815	0.000718	0.003079
2018.335400	-0.361758	-0.310713	0.463221	0.000837	0.000731	0.003163
2018.338100	-0.362035	-0.312674	0.446747	0.000794	0.000715	0.002976
2018.340900	-0.362859	-0.312925	0.452871	0.000807	0.000706	0.003003
2018.343600	-0.362326	-0.309728	0.454049	0.000816	0.000710	0.003050
2018.346300	-0.360690	-0.309933	0.447248	0.000808	0.000716	0.003034
2018.349100	-0.364987	-0.312128	0.458893	0.000794	0.000701	0.002934
2018.351800	-0.364237	-0.313322	0.443811	0.000807	0.000707	0.003029
2018.354600	-0.363759	-0.315145	0.444706	0.000800	0.000694	0.002936
2018.357300	-0.362050	-0.316790	0.449284	0.000794	0.000704	0.002960
2018.360000	-0.359879	-0.311300	0.450956	0.000882	0.000795	0.003417
2018.365500	-0.358263	-0.309630	0.432747	0.003104	0.002312	0.009651
2018.368200	-0.364326	-0.312155	0.450908	0.000948	0.000794	0.003426
2018.371000	-0.363344	-0.312175	0.444648	0.000818	0.000703	0.003016
2018.373700	-0.361947	-0.313175	0.451628	0.000819	0.000712	0.003026
2018.376500	-0.361931	-0.312312	0.448312	0.000833	0.000744	0.003128
2018.379200	-0.364737	-0.310945	0.446510	0.000806	0.000724	0.003017
2018.381900	-0.363143	-0.312257	0.457145	0.000808	0.000723	0.003010
2018.384700	-0.363384	-0.311619	0.447704	0.000810	0.000724	0.003014
2018.387400	-0.362200	-0.311049	0.442058	0.000829	0.000735	0.003096
2018.390100	-0.363192	-0.312066	0.441392	0.000826	0.000722	0.003069
2018.392900	-0.363065	-0.312392	0.445421	0.001212	0.001112	0.004682
2018.395600	-0.365852	-0.311685	0.443681	0.000801	0.000697	0.002962
2018.398400	-0.364231	-0.310637	0.439603	0.000831	0.000732	0.003146
2018.401100	-0.363798	-0.310227	0.443077	0.000803	0.000718	0.003021
2018.403800	-0.363666	-0.312515	0.446786	0.000794	0.000714	0.002974
2018.406600	-0.363434	-0.313228	0.439260	0.000814	0.000722	0.003092
2018.409300	-0.362996	-0.314363	0.446875	0.000818	0.000749	0.003223
2018.412000	-0.363625	-0.313173	0.443937	0.000799	0.000703	0.002977
2018.414800	-0.364744	-0.311651	0.446082	0.000791	0.000714	0.002947
2018.417500	-0.363663	-0.311102	0.451763	0.000777	0.000701	0.002850
2018.420300	-0.361285	-0.310863	0.440888	0.000816	0.000727	0.003006
2018.423000	-0.365209	-0.313084	0.450148	0.000789	0.000701	0.002899
2018.425700	-0.364857	-0.310032	0.459577	0.000850	0.000790	0.003323
2018.428500	-0.363332	-0.308443	0.447230	0.000812	0.000707	0.003020
2018.431200	-0.362406	-0.308288	0.440276	0.000837	0.000733	0.003102
2018.433900	-0.362744	-0.310917	0.440848	0.000838	0.000745	0.003138
2018.436700	-0.364031	-0.308688	0.426466	0.000857	0.000724	0.003172
2018.439400	-0.363288	-0.309806	0.442563	0.000815	0.000713	0.002938
2018.442200	-0.364523	-0.308317	0.440405	0.000977	0.000850	0.003501
2018.444900	-0.361138	-0.312518	0.437471	0.001463	0.001334	0.005976
2018.447600	-0.363856	-0.308939	0.443423	0.000805	0.000713	0.003007
2018.450400	-0.362281	-0.308229	0.437374	0.000795	0.000694	0.002919
2018.469500	-0.364598	-0.309887	0.440382	0.001824	0.001602	0.006612
2018.472300	-0.360577	-0.309467	0.438439	0.000835	0.000747	0.003199
2018.475000	-0.362817	-0.308938	0.445650	0.000815	0.000729	0.003050
2018.480500	-0.363851	-0.306327	0.440277	0.000814	0.000711	0.003064
2018.483200	-0.367328	-0.308814	0.440951	0.000855	0.000769	0.003208
2018.486000	-0.363845	-0.308429	0.442505	0.000832	0.000732	0.003145
2018.488700	-0.363107	-0.307222	0.436099	0.000807	0.000711	0.003003
2018.491400	-0.363144	-0.307795	0.446219	0.000807	0.000707	0.002983
2018.494200	-0.363733	-0.307165	0.443882	0.000804	0.000716	0.002964
2018.496900	-0.363987	-0.309343	0.449321	0.000818	0.000716	0.003009
2018.499700	-0.363746	-0.309531	0.449000	0.000812	0.000715	0.002993
2018.502400	-0.366046	-0.308121	0.453696	0.000835	0.000744	0.003194
2018.505100	-0.364406	-0.306646	0.450773	0.000792	0.000712	0.002941
2018.507900	-0.363521	-0.306449	0.437310	0.000811	0.000713	0.003027
2018.510600	-0.365023	-0.309636	0.454700	0.000877	0.000763	0.003190
2018.513300	-0.364077	-0.306010	0.454620	0.000812	0.000706	0.002991
2018.516100	-0.363603	-0.306365	0.442637	0.000818	0.000730	0.003021
2018.518800	-0.365095	-0.309146	0.445816	0.000815	0.000727	0.003009
2018.521600	-0.365170	-0.308286	0.436487	0.000830	0.000729	0.003122
2018.524300	-0.365268	-0.309114	0.438459	0.000833	0.000732	0.003118
2018.527000	-0.364495	-0.309898	0.444095	0.000804	0.000723	0.002969
2018.529800	-0.364948	-0.309541	0.447340	0.000823	0.000712	0.003073
2018.532500	-0.367004	-0.309952	0.455785	0.000818	0.000715	0.003021
2018.535200	-0.364957	-0.307553	0.456252	0.000825	0.000724	0.003085
2018.538000	-0.366021	-0.307213	0.446633	0.000830	0.000722	0.003032
2018.540700	-0.363260	-0.306521	0.448097	0.000837	0.000718	0.003065
2018.543500	-0.363831	-0.304973	0.452014	0.000835	0.000731	0.003054
2018.546200	-0.365501	-0.310134	0.455082	0.000847	0.000727	0.003147
2018.548900	-0.365007	-0.307423	0.444295	0.000815	0.000707	0.002991
2018.551700	-0.364583	-0.306054	0.452795	0.000830	0.000726	0.003035
2018.554400	-0.365551	-0.308030	0.455816	0.000821	0.000703	0.003005
2018.557200	-0.362593	-0.308484	0.447532	0.000811	0.000697	0.002929
2018.559900	-0.363368	-0.311368	0.456239	0.000870	0.000731	0.003111
2018.562600	-0.363526	-0.307355	0.448716	0.000830	0.000707	0.003059
2018.565400	-0.363259	-0.307844	0.459139	0.000838	0.000721	0.003094
2018.568100	-0.364288	-0.309082	0.454469	0.000847	0.000744	0.003130
2018.570800	-0.364891	-0.305600	0.458038	0.000841	0.000739	0.003093
2018.573600	-0.364275	-0.307629	0.456819	0.000830	0.000745	0.003111
2018.576300	-0.364725	-0.306974	0.451273	0.000862	0.000747	0.003167
2018.579100	-0.364462	-0.307195	0.450049	0.000860	0.000758	0.003136
2018.581800	-0.362822	-0.306607	0.454242	0.000825	0.000719	0.003027
2018.587300	-0.364598	-0.306661	0.456063	0.000813	0.000716	0.002968
2018.590000	-0.364169	-0.307342	0.453167	0.000849	0.000728	0.003167
2018.595500	-0.363589	-0.305782	0.451411	0.000843	0.000726	0.003130
2018.598200	-0.361159	-0.309146	0.452199	0.000858	0.000754	0.003280
2018.601000	-0.363853	-0.305369	0.455712	0.000826	0.000711	0.003012
2018.603700	-0.363407	-0.308060	0.453811	0.000824	0.000705	0.003016
2018.606400	-0.362548	-0.306107	0.461117	0.000841	0.000732	0.003075
2018.609200	-0.363588	-0.307340	0.451798	0.000829	0.000721	0.003107
2018.611900	-0.364387	-0.306391	0.457384	0.000812	0.000707	0.002954
2018.614600	-0.363942	-0.306318	0.450342	0.000817	0.000711	0.003023
2018.617400	-0.363469	-0.306688	0.454789	0.000824	0.000714	0.003031
2018.620100	-0.361413	-0.306205	0.458164	0.000834	0.000711	0.003101
2018.622900	-0.361460	-0.304919	0.463280	0.000846	0.000720	0.003086
2018.625600	-0.363171	-0.305103	0.456791	0.000868	0.000742	0.003168
2018.628300	-0.363067	-0.304840	0.451113	0.000835	0.000735	0.003127
2018.631100	-0.361891	-0.305766	0.463167	0.000816	0.000723	0.003031
2018.633800	-0.361519	-0.306089	0.458474	0.000843	0.000739	0.003145
2018.636600	-0.364471	-0.306524	0.461994	0.000798	0.000711	0.002953
2018.639300	-0.363254	-0.304345	0.452076	0.000857	0.000773	0.003244
2018.642000	-0.362818	-0.304475	0.466252	0.000860	0.000774	0.003229
2018.644800	-0.364533	-0.303687	0.458681	0.000816	0.000724	0.003032
2018.647500	-0.363921	-0.303975	0.466294	0.000824	0.000727	0.003046
2018.650200	-0.364064	-0.304011	0.460250	0.000848	0.000743	0.003172
2018.653000	-0.364444	-0.303367	0.466954	0.000811	0.000716	0.003008
2018.655700	-0.364247	-0.306145	0.466505	0.000829	0.000735	0.003124
2018.658500	-0.363978	-0.303656	0.464931	0.000824	0.000724	0.003056
2018.661200	-0.362488	-0.304705	0.482539	0.000816	0.000717	0.003024
2018.663900	-0.363870	-0.305351	0.476562	0.000825	0.000741	0.003085
2018.666700	-0.363051	-0.307182	0.470860	0.000828	0.000736	0.003079
2018.669400	-0.362554	-0.303222	0.472847	0.000828	0.000730	0.003088
2018.672100	-0.363298	-0.300855	0.473753	0.000826	0.000736	0.003097
2018.674900	-0.361623	-0.302031	0.473614	0.000864	0.000752	0.003268
2018.677600	-0.359633	-0.301916	0.482887	0.000834	0.000737	0.003107
2018.680400	-0.362389	-0.304607	0.481857	0.000886	0.000748	0.003254
2018.683100	-0.365369	-0.298933	0.472048	0.000859	0.000750	0.003138
2018.685800	-0.360945	-0.301299	0.478674	0.000824	0.000728	0.003083
2018.688600	-0.362316	-0.300615	0.474344	0.000830	0.000735	0.003124
2018.691300	-0.362693	-0.301107	0.471804	0.000828	0.000738	0.003085
2018.694000	-0.362417	-0.302583	0.481743	0.000847	0.000737	0.003094
2018.696800	-0.363969	-0.301611	0.476455	0.000851	0.000759	0.003223
2018.699500	-0.366367	-0.300320	0.481762	0.000811	0.000712	0.002973
2018.702300	-0.362750	-0.299018	0.479679	0.000861	0.000797	0.003352
2018.705000	-0.365911	-0.300137	0.475117	0.000822	0.000728	0.003060
2018.707700	-0.364151	-0.300509	0.486015	0.000825	0.000712	0.003042
2018.710500	-0.365344	-0.300580	0.485620	0.000808	0.000723	0.003083
2018.713200	-0.361923	-0.299751	0.487330	0.000814	0.000717	0.003008
2018.715900	-0.364572	-0.301223	0.479058	0.000842	0.000738	0.003089
2018.718700	-0.361692	-0.299871	0.473159	0.000804	0.000716	0.002985
2018.721400	-0.364189	-0.303710	0.484203	0.000819	0.000721	0.003062
2018.724200	-0.362580	-0.300555	0.479073	0.000811	0.000725	0.003067
2018.726900	-0.363415	-0.303566	0.487892	0.000859	0.000746	0.003266
2018.729600	-0.361255	-0.303384	0.484142	0.000822	0.000730	0.003042
2018.732400	-0.362066	-0.298797	0.493551	0.000851	0.000744	0.003231
2018.735100	-0.361461	-0.301098	0.485364	0.000868	0.000764	0.003304
2018.737900	-0.362362	-0.300435	0.491533	0.000830	0.000747	0.003221
2018.740600	-0.363056	-0.302883	0.495752	0.000886	0.000752	0.003268
2018.743300	-0.361495	-0.300486	0.496862	0.000865	0.000777	0.003362
2018.746100	-0.362377	-0.297335	0.500015	0.001148	0.001059	0.004306
2018.748800	-0.364334	-0.298340	0.487093	0.000828	0.000728	0.003107
2018.751500	-0.366361	-0.302413	0.497646	0.000853	0.000744	0.003157
2018.754300	-0.366398	-0.298521	0.493836	0.000836	0.000751	0.003159
2018.757000	-0.362245	-0.298898	0.498666	0.000864	0.000741	0.003332
2018.759800	-0.362208	-0.302308	0.499067	0.000842	0.000749	0.003259
2018.762500	-0.362869	-0.297932	0.500276	0.000824	0.000740	0.003105
2018.765200	-0.362561	-0.301004	0.498349	0.000880	0.000785	0.003344
2018.768000	-0.363770	-0.298708	0.500439	0.000835	0.000726	0.003158
2018.770700	-0.358843	-0.298841	0.502220	0.000856	0.000746	0.003208
2018.773400	-0.359481	-0.298270	0.507022	0.000846	0.000732	0.003127
2018.776200	-0.363763	-0.300473	0.492372	0.000873	0.000764	0.003313
2018.778900	-0.361423	-0.302307	0.495021	0.000828	0.000740	0.003126
2018.781700	-0.362425	-0.298379	0.499617	0.000875	0.000746	0.003235
2018.784400	-0.358872	-0.299165	0.510653	0.000815	0.000724	0.003010
2018.787100	-0.358897	-0.300447	0.496041	0.000847	0.000748	0.003259
2018.789900	-0.363068	-0.302283	0.508330	0.000858	0.000747	0.003173
2018.792600	-0.361806	-0.298152	0.497793	0.000822	0.000725	0.003135
2018.795300	-0.361993	-0.298195	0.504521	0.000820	0.000728	0.003123
2018.798100	-0.364495	-0.299375	0.492232	0.000829	0.000733	0.003136
2018.800800	-0.363934	-0.296592	0.498355	0.000796	0.000695	0.002939
2018.803600	-0.364961	-0.299032	0.506992	0.000811	0.000714	0.003021
2018.806300	-0.364313	-0.297451	0.508455	0.000820	0.000748	0.003123
2018.809000	-0.364952	-0.297068	0.502536	0.000833	0.000735	0.003165
2018.811800	-0.361860	-0.295816	0.492542	0.000832	0.000762	0.003289
2018.814500	-0.360625	-0.297738	0.504272	0.000826	0.000731	0.003127
2018.817200	-0.364227	-0.297564	0.509519	0.000832	0.000717	0.003086
2018.820000	-0.363130	-0.300894	0.512040	0.000864	0.000743	0.003292
2018.822700	-0.363779	-0.298971	0.506385	0.000835	0.000733	0.003159
2018.825500	-0.362483	-0.297954	0.494114	0.000825	0.000720	0.003128
2018.828200	-0.361663	-0.299541	0.500237	0.000858	0.000746	0.003235
2018.830900	-0.361580	-0.298691	0.493821	0.000834	0.000739	0.003157
2018.833700	-0.360641	-0.299291	0.512091	0.000840	0.000755	0.003196
2018.836400	-0.358411	-0.300655	0.498778	0.000832	0.000754	0.003162
2018.839200	-0.361441	-0.299321	0.498905	0.000818	0.000733	0.003120
2018.841900	-0.363984	-0.300389	0.503495	0.000810	0.000704	0.003010
2018.844600	-0.362535	-0.299910	0.500743	0.000800	0.000709	0.002968
2018.847400	-0.361317	-0.299837	0.502927	0.000800	0.000701	0.002960
2018.850100	-0.361697	-0.300743	0.502126	0.000816	0.000724	0.003073
2018.852800	-0.360701	-0.298247	0.503190	0.000816	0.000710	0.003067
2018.855600	-0.362926	-0.298822	0.499738	0.000816	0.000723	0.003041
2018.858300	-0.362105	-0.297281	0.498107	0.000816	0.000720	0.003031
2018.861100	-0.361681	-0.297717	0.498872	0.000832	0.000744	0.003150
2018.863800	-0.362942	-0.296985	0.505844	0.000839	0.000732	0.003130
2018.866500	-0.361847	-0.297396	0.506440	0.000837	0.000740	0.003175
2018.869300	-0.361472	-0.301075	0.507308	0.000832	0.000737	0.003182
2018.872000	-0.360026	-0.299937	0.502083	0.000854	0.000761	0.003217
2018.874700	-0.364358	-0.299598	0.499083	0.000819	0.000738	0.003075
2018.877500	-0.363491	-0.299141	0.508645	0.000807	0.000726	0.002988
2018.880200	-0.362974	-0.300327	0.510303	0.000830	0.000737	0.003098
2018.883000	-0.360927	-0.296447	0.496433	0.000806	0.000724	0.003036
2018.885700	-0.360340	-0.300756	0.505035	0.000871	0.000766	0.003321
2018.888400	-0.366194	-0.300522	0.504627	0.000832	0.000753	0.003186
2018.891200	-0.362928	-0.298615	0.505309	0.000850	0.000749	0.003234
2018.893900	-0.362441	-0.301364	0.502618	0.000835	0.000732	0.003160
2018.896600	-0.364373	-0.296932	0.503408	0.000809	0.000742	0.003140
2018.899400	-0.365076	-0.302730	0.503862	0.000802	0.000726	0.003005
2018.902100	-0.365416	-0.301038	0.508903	0.000810	0.000724	0.003027
2018.904900	-0.365556	-0.298617	0.495678	0.000815	0.000733	0.003059
2018.907600	-0.364433	-0.299948	0.500913	0.000805	0.000723	0.002990
2018.910300	-0.362297	-0.299661	0.498561	0.000797	0.000709	0.002973
2018.913100	-0.364013	-0.299694	0.500927	0.000828	0.000736	0.003064
2018.915800	-0.365417	-0.300845	0.498646	0.000802	0.000716	0.002987
2018.918500	-0.365498	-0.299037	0.505721	0.000801	0.000708	0.002981
2018.921300	-0.364615	-0.298111	0.490662	0.000826	0.000739	0.003094
2018.924000	-0.364433	-0.299317	0.496932	0.000802	0.000725	0.003038
2018.926800	-0.363291	-0.300442	0.495425	0.000801	0.000711	0.003017
2018.929500	-0.363225	-0.302598	0.487633	0.000811	0.000726	0.003042
2018.932200	-0.365835	-0.298897	0.485204	0.000826	0.000747	0.003199
2018.935000	-0.366449	-0.301390	0.484806	0.000819	0.000720	0.003055
2018.937700	-0.363976	-0.299711	0.491483	0.000837	0.000748	0.003175
2018.940500	-0.364731	-0.301959	0.493137	0.000818	0.000731	0.003066
2018.943200	-0.364867	-0.301523	0.486147	0.000810	0.000724	0.003046
2018.945900	-0.364454	-0.303417	0.484265	0.000808	0.000720	0.003064
2018.948700	-0.362976	-0.302132	0.486324	0.000802	0.000709	0.003046
2018.951400	-0.363859	-0.301197	0.485713	0.000830	0.000730	0.003092
2018.954100	-0.363602	-0.301835	0.478319	0.000816	0.000716	0.003074
2018.956900	-0.364683	-0.299507	0.489108	0.000796	0.000713	0.002998
2018.959600	-0.364345	-0.301484	0.487741	0.000808	0.000709	0.003002
2018.962400	-0.366501	-0.300043	0.486252	0.000806	0.000717	0.003050
2018.965100	-0.364881	-0.302691	0.484938	0.000813	0.000715	0.003073
2018.967800	-0.366722	-0.301167	0.483272	0.000807	0.000711	0.003039
2018.970600	-0.366709	-0.301126	0.478480	0.000802	0.000706	0.002968
2018.973300	-0.365311	-0.301041	0.476846	0.000805	0.000710	0.002982
2018.976000	-0.365637	-0.297822	0.479886	0.000785	0.000703	0.002952
2018.978800	-0.364669	-0.300668	0.485473	0.000808	0.000717	0.003034
2018.981500	-0.365662	-0.302002	0.483833	0.000817	0.000711	0.003057
2018.984300	-0.366556	-0.299750	0.481317	0.000833	0.000732	0.003062
2018.987000	-0.367494	-0.301944	0.480582	0.000825	0.000748	0.003215
2018.989700	-0.365134	-0.300092	0.485884	0.000839	0.000778	0.003373
2018.992500	-0.370657	-0.300606	0.489416	0.000821	0.000736	0.003085
2018.995200	-0.366327	-0.299135	0.481245	0.000807	0.000719	0.003018
2018.997900	-0.364949	-0.300933	0.485294	0.000832	0.000746	0.003119
2019.000700	-0.366516	-0.300808	0.474510	0.000832	0.000732	0.003123
2019.003400	-0.365637	-0.299634	0.484105	0.000839	0.000765	0.003231
2019.006200	-0.366411	-0.301449	0.474595	0.000796	0.000709	0.003002
2019.008900	-0.365347	-0.301070	0.481355	0.000801	0.000715	0.002976
2019.011600	-0.364910	-0.298111	0.485524	0.000811	0.000726	0.003061
2019.014400	-0.366495	-0.301321	0.475619	0.000820	0.000727	0.003131
2019.017100	-0.366772	-0.300163	0.472814	0.000777	0.000694	0.002902
2019.019800	-0.366183	-0.300118	0.476750	0.000782	0.000703	0.002944
2019.022600	-0.363889	-0.299495	0.475479	0.000800	0.000715	0.003023
2019.025300	-0.363240	-0.301573	0.476202	0.000843	0.000767	0.003245
2019.028100	-0.364125	-0.300327	0.475984	0.000827	0.000711	0.003048
2019.030800	-0.363262	-0.300727	0.475131	0.000821	0.000705	0.003002
2019.033500	-0.364329	-0.301814	0.479949	0.000805	0.000701	0.002995
2019.036300	-0.366065	-0.302186	0.480445	0.000804	0.000724	0.003058
2019.039000	-0.365483	-0.301196	0.473856	0.000801	0.000700	0.003012
2019.041800	-0.364410	-0.299197	0.483865	0.000784	0.000697	0.002942
2019.044500	-0.364580	-0.301308	0.476315	0.000797	0.000718	0.003033
2019.047200	-0.363793	-0.297478	0.464155	0.000815	0.000728	0.003128
2019.050000	-0.366346	-0.301220	0.474580	0.000829	0.000758	0.003142
2019.052700	-0.363297	-0.297679	0.476977	0.000816	0.000733	0.003027
2019.055400	-0.364981	-0.300614	0.478654	0.000804	0.000705	0.002966
2019.058200	-0.363781	-0.300728	0.467843	0.000841	0.000742	0.003146
2019.060900	-0.364561	-0.301727	0.474070	0.000828	0.000738	0.003138
2019.063700	-0.365679	-0.300866	0.476240	0.000809	0.000714	0.003011
2019.066400	-0.366320	-0.298765	0.477610	0.000804	0.000716	0.003005
2019.069100	-0.365844	-0.299554	0.476015	0.000788	0.000721	0.003132
2019.071900	-0.364458	-0.298859	0.474742	0.000810	0.000728	0.003217
2019.074600	-0.366516	-0.297988	0.473101	0.000787	0.000703	0.002967
2019.077300	-0.367699	-0.298234	0.477659	0.000802	0.000719	0.003058
2019.080100	-0.366306	-0.301955	0.468937	0.000797	0.000716	0.003001
2019.082800	-0.365807	-0.297433	0.466749	0.000832	0.000734	0.003090
2019.085600	-0.364291	-0.299893	0.464173	0.000811	0.000724	0.003084
2019.088300	-0.367156	-0.296596	0.465573	0.000810	0.000728	0.003055
2019.091000	-0.367700	-0.298823	0.471146	0.000800	0.000719	0.003048
2019.093800	-0.367023	-0.299774	0.469016	0.000796	0.000706	0.002992
2019.096500	-0.364590	-0.297607	0.473826	0.000786	0.000707	0.002977
2019.099200	-0.365119	-0.299541	0.468360	0.000803	0.000728	0.003081
2019.102000	-0.365983	-0.298464	0.469129	0.000806	0.000729	0.003073
2019.104700	-0.365149	-0.300112	0.472161	0.000816	0.000727	0.003101
2019.107500	-0.370310	-0.299354	0.466070	0.000803	0.000711	0.003027
2019.110200	-0.366731	-0.297754	0.467468	0.000793	0.000704	0.002989
2019.112900	-0.364988	-0.300044	0.464407	0.000832	0.000738	0.003130
2019.115700	-0.364645	-0.300010	0.462888	0.000834	0.000735	0.003106
2019.118400	-0.364403	-0.301096	0.470869	0.000812	0.000716	0.003057
2019.121100	-0.366477	-0.300469	0.467918	0.000819	0.000728	0.003099
2019.123900	-0.365095	-0.299191	0.463027	0.000846	0.000732	0.003153
2019.126600	-0.366219	-0.298650	0.467726	0.000804	0.000713	0.003040
2019.129400	-0.365652	-0.299366	0.464983	0.000815	0.000733	0.003148
2019.132100	-0.365447	-0.300109	0.471212	0.000790	0.000708	0.003005
2019.134800	-0.365036	-0.298124	0.468607	0.000810	0.000718	0.003079
2019.137600	-0.364439	-0.298357	0.464262	0.000810	0.000728	0.003050
2019.140300	-0.364867	-0.299099	0.460067	0.000823	0.000718	0.003146
2019.143100	-0.365565	-0.297248	0.467090	0.000824	0.000715	0.003067
2019.145800	-0.364277	-0.297567	0.461884	0.000816	0.000732	0.003158
2019.148500	-0.365741	-0.298912	0.464605	0.000814	0.000720	0.003054
2019.151300	-0.367180	-0.297151	0.471535	0.000809	0.000712	0.002974
2019.154000	-0.366032	-0.300077	0.454347	0.000817	0.000740	0.003073
2019.156700	-0.366737	-0.300969	0.464978	0.000804	0.000714	0.003012
2019.159500	-0.367000	-0.301385	0.461215	0.000803	0.000721	0.003029
2019.162200	-0.367736	-0.300296	0.466460	0.000818	0.000730	0.002996
2019.165000	-0.366930	-0.299040	0.463893	0.000805	0.000721	0.003014
2019.167700	-0.366528	-0.301863	0.459473	0.000808	0.000732	0.003031
2019.170400	-0.366799	-0.299187	0.469381	0.000829	0.000737	0.003127
2019.173200	-0.363728	-0.301745	0.465329	0.000809	0.000719	0.003033
2019.175900	-0.365757	-0.299514	0.457394	0.000830	0.000744	0.003126
2019.178600	-0.365140	-0.298009	0.473393	0.000813	0.000717	0.003048
2019.181400	-0.365012	-0.303040	0.466288	0.000806	0.000732	0.003038
2019.184100	-0.365365	-0.299914	0.456371	0.000823	0.000718	0.003094
2019.186900	-0.363268	-0.302164	0.456422	0.000815	0.000724	0.003097
2019.189600	-0.366066	-0.301542	0.461486	0.000800	0.000707	0.002984
2019.192300	-0.367034	-0.300496	0.464816	0.000800	0.000702	0.002990
2019.195100	-0.367719	-0.301024	0.467397	0.000803	0.000723	0.003071
2019.197800	-0.365584	-0.300284	0.457113	0.000790	0.000707	0.002940
2019.200500	-0.366350	-0.302415	0.456411	0.000840	0.000741	0.003163
2019.203300	-0.364402	-0.304277	0.461880	0.000799	0.000718	0.002990
2019.206000	-0.363905	-0.300167	0.470719	0.000799	0.000714	0.003018
2019.208800	-0.366548	-0.303339	0.466009	0.000792	0.000703	0.002966
2019.211500	-0.366601	-0.300065	0.464595	0.000816	0.000731	0.003120
2019.214200	-0.365061	-0.300617	0.460549	0.000837	0.000749	0.003157
2019.217000	-0.364040	-0.301830	0.465815	0.000837	0.000742	0.003127
2019.219700	-0.366214	-0.300202	0.461902	0.000849	0.000735	0.003090
2019.222500	-0.365758	-0.300535	0.462924	0.000825	0.000718	0.003082
2019.225200	-0.362525	-0.300869	0.462507	0.000822	0.000733	0.003113
2019.227900	-0.364316	-0.301432	0.445331	0.000826	0.000746	0.003116
2019.230700	-0.362375	-0.304621	0.464271	0.000793	0.000705	0.002905
2019.233400	-0.365448	-0.299284	0.447983	0.000795	0.000699	0.002943
2019.236100	-0.366727	-0.298789	0.459803	0.000811	0.000713	0.003015
2019.238900	-0.364229	-0.300272	0.451243	0.000819	0.000728	0.003102
2019.241600	-0.365461	-0.301580	0.444725	0.000815	0.000720	0.002993
2019.244400	-0.366539	-0.301994	0.458246	0.000819	0.000713	0.002967
2019.247100	-0.366317	-0.300434	0.451538	0.000813	0.000728	0.002994
2019.249800	-0.364495	-0.299612	0.453949	0.000811	0.000721	0.002996
2019.252600	-0.365159	-0.296778	0.458211	0.000827	0.000743	0.003080
2019.255300	-0.367656	-0.298487	0.466527	0.000814	0.000716	0.003014
2019.258000	-0.367131	-0.299023	0.455075	0.000791	0.000708	0.002950
2019.260800	-0.362893	-0.298882	0.449316	0.000803	0.000711	0.003003
2019.263500	-0.365383	-0.303389	0.435982	0.000839	0.000754	0.003188
