t	e	n	u	dpe	dpn	dpu
2016.188900	-0.352693	-0.334643	0.480443	0.000778	0.000701	0.002926
2016.191600	-0.355641	-0.336881	0.479806	0.000796	0.000720	0.003030
2016.194400	-0.352465	-0.335107	0.476861	0.000803	0.000724	0.003025
2016.197100	-0.352458	-0.337102	0.462758	0.000791	0.000724	0.003000
2016.199900	-0.353782	-0.338992	0.471437	0.000802	0.000735	0.003125
2016.202600	-0.352906	-0.337022	0.469707	0.000810	0.000734	0.003075
2016.205300	-0.352905	-0.340339	0.472102	0.000806	0.000752	0.003173
2016.208100	-0.352416	-0.334375	0.465964	0.000816	0.000741	0.003071
2016.210800	-0.353448	-0.337083	0.464843	0.000831	0.000752	0.003265
2016.213600	-0.353201	-0.336437	0.465983	0.000809	0.000724	0.003036
2016.216300	-0.354828	-0.337888	0.464465	0.000796	0.000720	0.003044
2016.219000	-0.352652	-0.337017	0.468785	0.000775	0.000706	0.002915
2016.221800	-0.355666	-0.337550	0.468462	0.000803	0.000730	0.003058
2016.224500	-0.352215	-0.339218	0.468384	0.000795	0.000715	0.002992
2016.227200	-0.354520	-0.338240	0.466729	0.000780	0.000701	0.002953
2016.230000	-0.353108	-0.338619	0.469155	0.000782	0.000691	0.002929
2016.232700	-0.350690	-0.339911	0.464179	0.000794	0.000715	0.003010
2016.235500	-0.355092	-0.339929	0.456208	0.000782	0.000709	0.003006
2016.238200	-0.354244	-0.339084	0.456113	0.000802	0.000718	0.003016
2016.240900	-0.353901	-0.341084	0.465448	0.000817	0.000731	0.003066
2016.243700	-0.355416	-0.336899	0.462412	0.000803	0.000724	0.003070
2016.246400	-0.351504	-0.336688	0.460299	0.000790	0.000712	0.003014
2016.249100	-0.354852	-0.335138	0.459235	0.000820	0.000742	0.003189
2016.251900	-0.354981	-0.336936	0.463235	0.000801	0.000725	0.003086
2016.254600	-0.354248	-0.337119	0.461894	0.000796	0.000714	0.003035
2016.257400	-0.354663	-0.337251	0.461309	0.000795	0.000708	0.002998
2016.260100	-0.352538	-0.337257	0.455212	0.000782	0.000709	0.002964
2016.262800	-0.354778	-0.336649	0.458134	0.000799	0.000728	0.003110
2016.265600	-0.352714	-0.338104	0.458134	0.000781	0.000691	0.002928
2016.268300	-0.357374	-0.336741	0.463529	0.000790	0.000708	0.002947
2016.271000	-0.355705	-0.334378	0.458591	0.000835	0.000761	0.003195
2016.273800	-0.354618	-0.337279	0.456085	0.000795	0.000718	0.002991
2016.276500	-0.354084	-0.336915	0.464797	0.000805	0.000723	0.003046
2016.279300	-0.355728	-0.336309	0.459419	0.000812	0.000726	0.003086
2016.282000	-0.354473	-0.337147	0.455098	0.000779	0.000699	0.002919
2016.284700	-0.354220	-0.334149	0.451690	0.000781	0.000704	0.002924
2016.287500	-0.355532	-0.335000	0.457878	0.000778	0.000714	0.002982
2016.290200	-0.354051	-0.337382	0.460262	0.000790	0.000712	0.003001
2016.293000	-0.354358	-0.335910	0.461967	0.000797	0.000733	0.003051
2016.295700	-0.354907	-0.336884	0.465821	0.000814	0.000727	0.003062
2016.298400	-0.355441	-0.337591	0.464202	0.000816	0.000728	0.003069
2016.301200	-0.355267	-0.336441	0.458585	0.000812	0.000716	0.003038
2016.303900	-0.356731	-0.335672	0.457633	0.000793	0.000725	0.003012
2016.306600	-0.355904	-0.336731	0.461790	0.000794	0.000719	0.003022
2016.309400	-0.357482	-0.335752	0.459648	0.000819	0.000746	0.003143
2016.312100	-0.356352	-0.335079	0.458431	0.000801	0.000718	0.003004
2016.314900	-0.352835	-0.335489	0.454987	0.000811	0.000722	0.003066
2016.317600	-0.354822	-0.335481	0.457118	0.000768	0.000698	0.002900
2016.320300	-0.355225	-0.333812	0.450220	0.000772	0.000703	0.002952
2016.323100	-0.355744	-0.334667	0.454879	0.000795	0.000718	0.003041
2016.325800	-0.358204	-0.334688	0.456506	0.000767	0.000700	0.002887
2016.328500	-0.357240	-0.335744	0.450748	0.000787	0.000704	0.002999
2016.331300	-0.353718	-0.336290	0.452543	0.000785	0.000707	0.002949
2016.334000	-0.352692	-0.333783	0.458982	0.000810	0.000746	0.003092
2016.336800	-0.356444	-0.335705	0.445864	0.000805	0.000726	0.003027
2016.339500	-0.355524	-0.334752	0.448075	0.000800	0.000727	0.002996
2016.342200	-0.356637	-0.335478	0.446862	0.000814	0.000727	0.003037
2016.345000	-0.354904	-0.334639	0.454514	0.000830	0.000739	0.003113
2016.347700	-0.356498	-0.338161	0.459914	0.000795	0.000744	0.003081
2016.350400	-0.355610	-0.337899	0.452144	0.000818	0.000732	0.003163
2016.353200	-0.354803	-0.335252	0.457273	0.000980	0.000870	0.003798
2016.355900	-0.355580	-0.334981	0.454323	0.000835	0.000751	0.003180
2016.358700	-0.355315	-0.335798	0.445329	0.000822	0.000729	0.003139
2016.361400	-0.354977	-0.336031	0.445827	0.000814	0.000722	0.003108
2016.364100	-0.355524	-0.333313	0.438458	0.000812	0.000728	0.003073
2016.366900	-0.356169	-0.335427	0.448629	0.000801	0.000715	0.003007
2016.369600	-0.355496	-0.336607	0.442579	0.000803	0.000716	0.003033
2016.372300	-0.356690	-0.336584	0.452083	0.000806	0.000736	0.003075
2016.375100	-0.354625	-0.336085	0.439958	0.000817	0.000733	0.003060
2016.377800	-0.355097	-0.334220	0.438181	0.000804	0.000722	0.003067
2016.380600	-0.355181	-0.335880	0.443248	0.000837	0.000793	0.003419
2016.383300	-0.357277	-0.337483	0.448253	0.000796	0.000742	0.003070
2016.386000	-0.354734	-0.338105	0.446094	0.000810	0.000726	0.003052
2016.388800	-0.356697	-0.335164	0.453101	0.000805	0.000731	0.003043
2016.391500	-0.354830	-0.336548	0.438579	0.000815	0.000731	0.003117
2016.394300	-0.357346	-0.334550	0.446356	0.000827	0.000735	0.003173
2016.397000	-0.356547	-0.335435	0.444329	0.000823	0.000736	0.003146
2016.399700	-0.354479	-0.336938	0.443780	0.000819	0.000737	0.003148
2016.402500	-0.356449	-0.332200	0.444241	0.000843	0.000745	0.003172
2016.405200	-0.355010	-0.332312	0.447797	0.000796	0.000708	0.002997
2016.407900	-0.355690	-0.332632	0.450789	0.000803	0.000716	0.003043
2016.410700	-0.354483	-0.336745	0.442812	0.000824	0.000717	0.003169
2016.413400	-0.354739	-0.335528	0.443999	0.000782	0.000688	0.002931
2016.416200	-0.356817	-0.336621	0.440968	0.000808	0.000723	0.003080
2016.418900	-0.356931	-0.334394	0.436949	0.000832	0.000739	0.003245
2016.421600	-0.356877	-0.335807	0.449620	0.000829	0.000737	0.003146
2016.424400	-0.357749	-0.332462	0.443711	0.000808	0.000705	0.003086
2016.427100	-0.354705	-0.331999	0.436673	0.000826	0.000737	0.003189
2016.429800	-0.356997	-0.330541	0.439562	0.000805	0.000718	0.003088
2016.432600	-0.356916	-0.333929	0.437749	0.000793	0.000714	0.003038
2016.435300	-0.355363	-0.334465	0.435615	0.000807	0.000723	0.003079
2016.438100	-0.357993	-0.335993	0.444661	0.000862	0.000777	0.003427
2016.440800	-0.355802	-0.333202	0.431194	0.000826	0.000732	0.003207
2016.443500	-0.356601	-0.335229	0.449741	0.000820	0.000734	0.003132
2016.446300	-0.356679	-0.339112	0.444037	0.000824	0.000735	0.003185
2016.449000	-0.357791	-0.334772	0.437214	0.000789	0.000709	0.002977
2016.451700	-0.355112	-0.334941	0.435141	0.000820	0.000744	0.003201
2016.454500	-0.356425	-0.337048	0.434412	0.000819	0.000729	0.003135
2016.457200	-0.358184	-0.332096	0.442090	0.000792	0.000725	0.003021
2016.460000	-0.357826	-0.332279	0.441492	0.000805	0.000713	0.003103
2016.462700	-0.356664	-0.336061	0.444021	0.000777	0.000703	0.002957
2016.465400	-0.356496	-0.334148	0.446125	0.000803	0.000726	0.003023
2016.468200	-0.358414	-0.334708	0.450514	0.000804	0.000707	0.003033
2016.470900	-0.355980	-0.332686	0.445933	0.000816	0.000723	0.003098
2016.473600	-0.357522	-0.333678	0.440679	0.000816	0.000714	0.003084
2016.476400	-0.355895	-0.333139	0.449730	0.000810	0.000717	0.003023
2016.479100	-0.357309	-0.333662	0.442844	0.000823	0.000726	0.003049
2016.481900	-0.358328	-0.332174	0.444512	0.000823	0.000730	0.003116
2016.484600	-0.357534	-0.335520	0.445209	0.000783	0.000708	0.002899
2016.487300	-0.357956	-0.335041	0.449829	0.000789	0.000719	0.002983
2016.490100	-0.356779	-0.333081	0.451694	0.000803	0.000716	0.003055
2016.492800	-0.355905	-0.333543	0.451752	0.000776	0.000692	0.002881
2016.495600	-0.356797	-0.332780	0.452268	0.000800	0.000712	0.002984
2016.498300	-0.357757	-0.333683	0.452688	0.000773	0.000686	0.002865
2016.501000	-0.356561	-0.332410	0.449469	0.000790	0.000690	0.002934
2016.503800	-0.354047	-0.333938	0.453355	0.000815	0.000714	0.003003
2016.506500	-0.353719	-0.333532	0.455436	0.000809	0.000723	0.002986
2016.509200	-0.354801	-0.333512	0.449578	0.000854	0.000750	0.003297
2016.512000	-0.356625	-0.333337	0.443043	0.000820	0.000728	0.003114
2016.514700	-0.356443	-0.333251	0.444311	0.000797	0.000710	0.003001
2016.517500	-0.354747	-0.332540	0.443889	0.000832	0.000723	0.003068
2016.520200	-0.354981	-0.334020	0.450470	0.000808	0.000725	0.003076
2016.522900	-0.356467	-0.331394	0.452876	0.000796	0.000708	0.003003
2016.525700	-0.355399	-0.333309	0.455699	0.000834	0.000740	0.003156
2016.528400	-0.357644	-0.330665	0.451654	0.000805	0.000721	0.003071
2016.531100	-0.356010	-0.332085	0.444267	0.000801	0.000703	0.003012
2016.533900	-0.358115	-0.331422	0.448643	0.000831	0.000737	0.003164
2016.536600	-0.356068	-0.331970	0.458978	0.000808	0.000734	0.003024
2016.539400	-0.356380	-0.330571	0.443217	0.000802	0.000708	0.002990
2016.542100	-0.357637	-0.332559	0.450422	0.000782	0.000694	0.002888
2016.544800	-0.356545	-0.331213	0.454770	0.000803	0.000706	0.002951
2016.547600	-0.355362	-0.328751	0.459416	0.000819	0.000717	0.003075
2016.550300	-0.356758	-0.332353	0.457938	0.000852	0.000753	0.003197
2016.553000	-0.355707	-0.329034	0.452416	0.000801	0.000712	0.002991
2016.555800	-0.356401	-0.330165	0.454977	0.000819	0.000730	0.003012
2016.558500	-0.354298	-0.333130	0.453800	0.000815	0.000726	0.003136
2016.561300	-0.356640	-0.332271	0.453454	0.000788	0.000713	0.002989
2016.564000	-0.357301	-0.332686	0.448901	0.000798	0.000711	0.003028
2016.566700	-0.355859	-0.331032	0.460459	0.000804	0.000744	0.003227
2016.569500	-0.356980	-0.330981	0.450743	0.000813	0.000727	0.003139
2016.572200	-0.354759	-0.328137	0.454291	0.000784	0.000706	0.002926
2016.574900	-0.356278	-0.332000	0.456220	0.000851	0.000716	0.003082
2016.577700	-0.356216	-0.331574	0.463142	0.000793	0.000702	0.002953
2016.580400	-0.356047	-0.332026	0.460002	0.000801	0.000707	0.003026
2016.583200	-0.357170	-0.325260	0.455247	0.000813	0.000716	0.003013
2016.585900	-0.356560	-0.330760	0.458476	0.000794	0.000694	0.002953
2016.588600	-0.358458	-0.329867	0.457312	0.000799	0.000698	0.002970
2016.591400	-0.356514	-0.331901	0.461006	0.000813	0.000715	0.003073
2016.594100	-0.351860	-0.332055	0.459774	0.000836	0.000737	0.003189
2016.596900	-0.355345	-0.329238	0.458813	0.000788	0.000703	0.002900
2016.599600	-0.357264	-0.330367	0.457198	0.000804	0.000701	0.002987
2016.602300	-0.355829	-0.328220	0.462917	0.000776	0.000689	0.002871
2016.605100	-0.353737	-0.329243	0.459765	0.000801	0.000715	0.002971
2016.607800	-0.356324	-0.328137	0.461419	0.000775	0.000689	0.002868
2016.610500	-0.354798	-0.330870	0.458827	0.000812	0.000709	0.003032
2016.613300	-0.358322	-0.329514	0.452990	0.000798	0.000712	0.002944
2016.616000	-0.357395	-0.328948	0.463363	0.000850	0.000726	0.003170
2016.618800	-0.354640	-0.328942	0.459268	0.000824	0.000715	0.003057
2016.621500	-0.354400	-0.327160	0.466275	0.000816	0.000720	0.003017
2016.624200	-0.357550	-0.328747	0.469798	0.000800	0.000710	0.002967
2016.627000	-0.352603	-0.330239	0.460093	0.000828	0.000726	0.003030
2016.629700	-0.354503	-0.327549	0.471090	0.000800	0.000694	0.002932
2016.632400	-0.354781	-0.326272	0.471289	0.000855	0.000716	0.003075
2016.635200	-0.355710	-0.331396	0.474298	0.000842	0.000725	0.003144
2016.637900	-0.353619	-0.330118	0.477002	0.000818	0.000720	0.003028
2016.640700	-0.352771	-0.331795	0.471385	0.000814	0.000714	0.002977
2016.643400	-0.356524	-0.330611	0.473125	0.000805	0.000707	0.002946
2016.646100	-0.354610	-0.330846	0.467153	0.000813	0.000718	0.002988
2016.648900	-0.352628	-0.329203	0.472398	0.000817	0.000705	0.002970
2016.651600	-0.356756	-0.327712	0.484206	0.000832	0.000729	0.003064
2016.654300	-0.357403	-0.326505	0.474763	0.000824	0.000715	0.003047
2016.657100	-0.354674	-0.329043	0.468635	0.000821	0.000714	0.003061
2016.659800	-0.357504	-0.328869	0.469791	0.000828	0.000743	0.003098
2016.662600	-0.353774	-0.326857	0.478196	0.000815	0.000720	0.002983
2016.665300	-0.354080	-0.328015	0.478148	0.000814	0.000709	0.002964
2016.668000	-0.355240	-0.330321	0.476160	0.000824	0.000732	0.003104
2016.670800	-0.355252	-0.329816	0.476293	0.000836	0.000754	0.003258
2016.673500	-0.356230	-0.328614	0.473263	0.000812	0.000715	0.003041
2016.676200	-0.354528	-0.323906	0.478277	0.000818	0.000725	0.003059
2016.679000	-0.357150	-0.326642	0.474391	0.000826	0.000728	0.003011
2016.681700	-0.353426	-0.329606	0.464651	0.000854	0.000741	0.003280
2016.684500	-0.353917	-0.329379	0.472587	0.000869	0.000774	0.003176
2016.687200	-0.354323	-0.328434	0.475128	0.000880	0.000765	0.003155
2016.689900	-0.356454	-0.324850	0.478491	0.000851	0.000765	0.003187
2016.692700	-0.356416	-0.326008	0.479258	0.000796	0.000698	0.002969
2016.695400	-0.357804	-0.324680	0.490635	0.001325	0.001148	0.004977
2016.709100	-0.355284	-0.328764	0.485895	0.000851	0.000745	0.003159
2016.711800	-0.356297	-0.325655	0.476852	0.000835	0.000742	0.003176
2016.714600	-0.354460	-0.326728	0.489451	0.000790	0.000700	0.002902
2016.717300	-0.354821	-0.328173	0.485789	0.000799	0.000713	0.002955
2016.720100	-0.353980	-0.327084	0.481089	0.000836	0.000748	0.003196
2016.722800	-0.355532	-0.327024	0.478372	0.000815	0.000711	0.003003
2016.725500	-0.356301	-0.325941	0.486100	0.000854	0.000730	0.003159
2016.728300	-0.354740	-0.324637	0.496294	0.000864	0.000752	0.003210
2016.731000	-0.353922	-0.330108	0.490982	0.000842	0.000754	0.003184
2016.733700	-0.355622	-0.326898	0.488808	0.000808	0.000710	0.002994
2016.736500	-0.357094	-0.327058	0.486441	0.000825	0.000735	0.003043
2016.739200	-0.353670	-0.325106	0.486107	0.000845	0.000743	0.003141
2016.742000	-0.355829	-0.325138	0.492122	0.000795	0.000703	0.002942
2016.744700	-0.353572	-0.326407	0.488577	0.000799	0.000708	0.002985
2016.747400	-0.355754	-0.327540	0.490549	0.000800	0.000699	0.002947
2016.750200	-0.356783	-0.325424	0.501623	0.000789	0.000694	0.002900
2016.752900	-0.354399	-0.326034	0.494375	0.000801	0.000706	0.003012
2016.755600	-0.355512	-0.323134	0.497872	0.000792	0.000698	0.002900
2016.758400	-0.353351	-0.323442	0.499869	0.000840	0.000749	0.003177
2016.761100	-0.354679	-0.324738	0.497632	0.000819	0.000724	0.003098
2016.763900	-0.352921	-0.325337	0.491321	0.000828	0.000737	0.003195
2016.766600	-0.355445	-0.324006	0.499678	0.000809	0.000722	0.003087
2016.769300	-0.357361	-0.324405	0.495114	0.000816	0.000717	0.003057
2016.772100	-0.355284	-0.324580	0.497146	0.000805	0.000693	0.002961
2016.774800	-0.353712	-0.323399	0.494743	0.000831	0.000732	0.003152
2016.777500	-0.354044	-0.323913	0.499831	0.000829	0.000732	0.003121
2016.780300	-0.354864	-0.324773	0.498705	0.000838	0.000752	0.003229
2016.783000	-0.356257	-0.326968	0.500236	0.000831	0.000727	0.003136
2016.785800	-0.354137	-0.322130	0.491326	0.000826	0.000722	0.003079
2016.788500	-0.354214	-0.322480	0.499121	0.000834	0.000744	0.003157
2016.791200	-0.356655	-0.325401	0.502264	0.000829	0.000728	0.003112
2016.794000	-0.353052	-0.323183	0.508501	0.000824	0.000732	0.003088
2016.796700	-0.355460	-0.323634	0.505754	0.000816	0.000726	0.003040
2016.799500	-0.352849	-0.323043	0.504881	0.000851	0.000736	0.003190
2016.802200	-0.356129	-0.323275	0.503392	0.000855	0.000734	0.003105
2016.804900	-0.353415	-0.325757	0.495005	0.000880	0.000758	0.003254
2016.807700	-0.351843	-0.324663	0.492247	0.000831	0.000731	0.003142
2016.810400	-0.357435	-0.321727	0.497313	0.000828	0.000741	0.003078
2016.813100	-0.354595	-0.321568	0.506003	0.000806	0.000711	0.002994
2016.815900	-0.356363	-0.323785	0.506116	0.000815	0.000712	0.003048
2016.818600	-0.355019	-0.320544	0.500465	0.000809	0.000728	0.003031
2016.821400	-0.355756	-0.320001	0.497301	0.000835	0.000724	0.003144
2016.824100	-0.352592	-0.322526	0.500640	0.000804	0.000708	0.003000
2016.826800	-0.352122	-0.322236	0.499413	0.000815	0.000714	0.003059
2016.829600	-0.354274	-0.323119	0.497101	0.000810	0.000714	0.003006
2016.832300	-0.353146	-0.325036	0.496573	0.000816	0.000731	0.003086
2016.835000	-0.356967	-0.323255	0.502452	0.000879	0.000776	0.003343
2016.837800	-0.353655	-0.323523	0.500086	0.000825	0.000719	0.003105
2016.840500	-0.352855	-0.322234	0.496261	0.000808	0.000721	0.003036
2016.843300	-0.356428	-0.325039	0.497892	0.000815	0.000709	0.003039
2016.846000	-0.356023	-0.324178	0.501672	0.000826	0.000753	0.003157
2016.848700	-0.353514	-0.325046	0.501412	0.000812	0.000723	0.003107
2016.851500	-0.355028	-0.323444	0.501349	0.000808	0.000716	0.003064
2016.854200	-0.354745	-0.322524	0.491044	0.000827	0.000719	0.003146
2016.856900	-0.355573	-0.322844	0.496391	0.000786	0.000703	0.002978
2016.859700	-0.357080	-0.323401	0.497791	0.000836	0.000725	0.003091
2016.862400	-0.354858	-0.321659	0.505875	0.000792	0.000708	0.002933
2016.865200	-0.355829	-0.323479	0.501431	0.000831	0.000733	0.003137
2016.867900	-0.355466	-0.322379	0.502841	0.000813	0.000703	0.002985
2016.870600	-0.356160	-0.322721	0.498465	0.000795	0.000713	0.003000
2016.873400	-0.356047	-0.321247	0.501179	0.000825	0.000718	0.003127
2016.876100	-0.355885	-0.321268	0.503164	0.000830	0.000737	0.003219
2016.878900	-0.355856	-0.323198	0.506149	0.000846	0.000738	0.003095
2016.881600	-0.356194	-0.322378	0.501733	0.000800	0.000715	0.002994
2016.884300	-0.355960	-0.323491	0.506005	0.000824	0.000720	0.003094
2016.887100	-0.359049	-0.321814	0.508864	0.000849	0.000745	0.003195
2016.889800	-0.356198	-0.323702	0.497434	0.000826	0.000746	0.003124
2016.892500	-0.353698	-0.325120	0.504072	0.000808	0.000711	0.003022
2016.895300	-0.357758	-0.323948	0.502225	0.000801	0.000705	0.002991
2016.898000	-0.357000	-0.321695	0.504185	0.000833	0.000722	0.003099
2016.900800	-0.358498	-0.323302	0.496916	0.000816	0.000720	0.003098
2016.903500	-0.355989	-0.322840	0.497690	0.000845	0.000746	0.003203
2016.906200	-0.357122	-0.323120	0.504597	0.000831	0.000750	0.003155
2016.909000	-0.357664	-0.322081	0.495868	0.000801	0.000711	0.003027
2016.911700	-0.356119	-0.325846	0.504382	0.000818	0.000725	0.003064
2016.914400	-0.355145	-0.325119	0.504283	0.000846	0.000735	0.003148
2016.917200	-0.358507	-0.321516	0.494206	0.000912	0.000799	0.003481
2016.919900	-0.357169	-0.321216	0.495254	0.000831	0.000733	0.003097
2016.922700	-0.351335	-0.322889	0.496873	0.000848	0.000758	0.003163
2016.925400	-0.354663	-0.325850	0.495021	0.000802	0.000705	0.002993
2016.928100	-0.354744	-0.324178	0.504314	0.000831	0.000716	0.003062
2016.930900	-0.354936	-0.323996	0.495276	0.000843	0.000740	0.003119
2016.933600	-0.355981	-0.323805	0.504492	0.000805	0.000718	0.002969
2016.936300	-0.355263	-0.324523	0.501255	0.000813	0.000707	0.003003
2016.939100	-0.356826	-0.322703	0.503313	0.000848	0.000758	0.003164
2016.941800	-0.356212	-0.324626	0.509193	0.000840	0.000729	0.003074
2016.944600	-0.356649	-0.326021	0.503737	0.000827	0.000719	0.003121
2016.947300	-0.353819	-0.321088	0.492410	0.000829	0.000709	0.003107
2016.950000	-0.354296	-0.322768	0.497448	0.000812	0.000725	0.003066
2016.952800	-0.358632	-0.323601	0.496033	0.000846	0.000735	0.003191
2016.955500	-0.356702	-0.322543	0.498768	0.000805	0.000713	0.002995
2016.958200	-0.353463	-0.323309	0.489965	0.000831	0.000715	0.003022
2016.961000	-0.352832	-0.322920	0.492217	0.000783	0.000699	0.002928
2016.963700	-0.354417	-0.325802	0.484014	0.000800	0.000701	0.002967
2016.966500	-0.354647	-0.325466	0.490596	0.000804	0.000712	0.003022
2016.969200	-0.353148	-0.324933	0.492347	0.000808	0.000709	0.003017
2016.971900	-0.355422	-0.323182	0.487934	0.000797	0.000704	0.002949
2016.974700	-0.353588	-0.325345	0.483435	0.000796	0.000714	0.002982
2016.977400	-0.357180	-0.323560	0.486344	0.000795	0.000694	0.002898
2016.980200	-0.355597	-0.323228	0.485116	0.000825	0.000712	0.003107
2016.982900	-0.356699	-0.322585	0.491169	0.000822	0.000712	0.003070
2016.985600	-0.357416	-0.322954	0.494279	0.000812	0.000701	0.002968
2016.988400	-0.354495	-0.320055	0.488540	0.000833	0.000730	0.003145
2016.991100	-0.357272	-0.325081	0.479090	0.000797	0.000706	0.002949
2016.993800	-0.356237	-0.324020	0.492197	0.000801	0.000712	0.002997
2016.996600	-0.354067	-0.325282	0.487513	0.000804	0.000711	0.002997
2016.999300	-0.358393	-0.324638	0.484250	0.000779	0.000691	0.002873
2017.002100	-0.358047	-0.324345	0.495746	0.000795	0.000695	0.002939
2017.004800	-0.357953	-0.323341	0.482294	0.000797	0.000698	0.002947
2017.007500	-0.356829	-0.325749	0.476011	0.000818	0.000717	0.003118
2017.010300	-0.355612	-0.322824	0.485658	0.000789	0.000712	0.002965
2017.013000	-0.354387	-0.322841	0.487098	0.000803	0.000706	0.002935
2017.015700	-0.357324	-0.324555	0.482320	0.000828	0.000743	0.003115
2017.018500	-0.357578	-0.323748	0.482238	0.000812	0.000708	0.003006
2017.021200	-0.359684	-0.323962	0.479881	0.000825	0.000725	0.003055
2017.024000	-0.354824	-0.321004	0.480792	0.002220	0.001935	0.008299
2017.026700	-0.355964	-0.320014	0.477194	0.000829	0.000726	0.003092
2017.029400	-0.356976	-0.320100	0.479082	0.000811	0.000712	0.003009
2017.032200	-0.357401	-0.324892	0.477288	0.000789	0.000711	0.002992
2017.034900	-0.360982	-0.322785	0.476848	0.000821	0.000720	0.003036
2017.037600	-0.355444	-0.322769	0.482762	0.000800	0.000702	0.002928
2017.040400	-0.358226	-0.323065	0.469598	0.000793	0.000699	0.002945
2017.043100	-0.358070	-0.324935	0.478965	0.000800	0.000706	0.002952
2017.045900	-0.355519	-0.323074	0.472557	0.000823	0.000729	0.003072
2017.048600	-0.357594	-0.322989	0.475728	0.000797	0.000707	0.002895
2017.051300	-0.357355	-0.323798	0.474909	0.001021	0.000894	0.003737
2017.062300	-0.357380	-0.328531	0.472005	0.001633	0.001389	0.005864
2017.065000	-0.356017	-0.324752	0.466736	0.000788	0.000688	0.002926
2017.067800	-0.356755	-0.324353	0.471115	0.000811	0.000731	0.003128
2017.070500	-0.357763	-0.325589	0.468506	0.000813	0.000740	0.003049
2017.073200	-0.354448	-0.323378	0.474499	0.000816	0.000720	0.003050
2017.076000	-0.356247	-0.323793	0.468859	0.000799	0.000703	0.002964
2017.078700	-0.357697	-0.323588	0.464833	0.000821	0.000734	0.003093
2017.081500	-0.358223	-0.323177	0.467690	0.000781	0.000706	0.002959
2017.084200	-0.356812	-0.322645	0.458695	0.000809	0.000720	0.003041
2017.086900	-0.355761	-0.325518	0.467367	0.000782	0.000703	0.002910
2017.089700	-0.356773	-0.322355	0.471198	0.000794	0.000701	0.002914
2017.092400	-0.357418	-0.322029	0.467513	0.000787	0.000703	0.002921
2017.095100	-0.360599	-0.320842	0.461258	0.000814	0.000718	0.003089
2017.097900	-0.355812	-0.320644	0.465962	0.000806	0.000723	0.003016
2017.100600	-0.357412	-0.319316	0.464029	0.000793	0.000706	0.002956
2017.103400	-0.360186	-0.321156	0.461556	0.000800	0.000711	0.002994
2017.106100	-0.360082	-0.322468	0.465386	0.000788	0.000703	0.002901
2017.108800	-0.359065	-0.323036	0.461726	0.000802	0.000702	0.002983
2017.111600	-0.355196	-0.324205	0.464509	0.000779	0.000692	0.002904
2017.114300	-0.358066	-0.323466	0.461663	0.000795	0.000707	0.002962
2017.117000	-0.356618	-0.324251	0.462662	0.000776	0.000685	0.002859
2017.119800	-0.356541	-0.323018	0.468189	0.000790	0.000694	0.002893
2017.122500	-0.356107	-0.323425	0.464536	0.000782	0.000699	0.002907
2017.125300	-0.357766	-0.325050	0.455947	0.000804	0.000711	0.003042
2017.128000	-0.358949	-0.324196	0.463679	0.000792	0.000691	0.002928
2017.130700	-0.356578	-0.325272	0.455848	0.000785	0.000687	0.002914
2017.133500	-0.357461	-0.323667	0.467346	0.000791	0.000707	0.002954
2017.136200	-0.356604	-0.324740	0.462639	0.000795	0.000720	0.003059
2017.138900	-0.356617	-0.323883	0.464650	0.000831	0.000735	0.003163
2017.141700	-0.359154	-0.324347	0.455748	0.000812	0.000723	0.002979
2017.144400	-0.357127	-0.325627	0.457433	0.000783	0.000699	0.002881
2017.147200	-0.356618	-0.324344	0.457736	0.000780	0.000700	0.002910
2017.149900	-0.357597	-0.324074	0.456684	0.000846	0.000729	0.003133
2017.152600	-0.358387	-0.324757	0.452732	0.000799	0.000701	0.002956
2017.155400	-0.357502	-0.324737	0.457623	0.000811	0.000715	0.003025
2017.158100	-0.358236	-0.325797	0.446849	0.000851	0.000759	0.003162
2017.160800	-0.357333	-0.323847	0.452874	0.000831	0.000732	0.003097
2017.163600	-0.356084	-0.324418	0.459386	0.000798	0.000708	0.002985
2017.166300	-0.356912	-0.322182	0.460027	0.000795	0.000711	0.002960
2017.169100	-0.355086	-0.325603	0.458056	0.000828	0.000715	0.003088
2017.171800	-0.357245	-0.323492	0.458975	0.000819	0.000734	0.003148
2017.174500	-0.358877	-0.323712	0.462313	0.000805	0.000715	0.003002
2017.177300	-0.353072	-0.320822	0.465258	0.001048	0.000939	0.004135
2017.182800	-0.359110	-0.323960	0.455101	0.001106	0.000935	0.003997
2017.185500	-0.356719	-0.323878	0.455374	0.000807	0.000707	0.003003
2017.188200	-0.357215	-0.322519	0.450684	0.000810	0.000728	0.003015
2017.191000	-0.357777	-0.323128	0.448341	0.000809	0.000707	0.003028
2017.193700	-0.358900	-0.323402	0.454248	0.000783	0.000705	0.002906
2017.196400	-0.359700	-0.323395	0.460163	0.000798	0.000713	0.002972
2017.199200	-0.359302	-0.323784	0.450234	0.000818	0.000724	0.003078
2017.201900	-0.358292	-0.326792	0.452989	0.000806	0.000698	0.002970
2017.204700	-0.355987	-0.325166	0.448907	0.000800	0.000733	0.003012
2017.207400	-0.357078	-0.326341	0.458805	0.000787	0.000695	0.002975
2017.210100	-0.356854	-0.325270	0.446113	0.000799	0.000699	0.002992
2017.212900	-0.359002	-0.322515	0.448103	0.000809	0.000706	0.002978
